Utterance,Speaker,Emotion,Strategy,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
"Would you like to tell me about the thought that you had last night,",Therapist,neutral,Guiding the Pace and Depth of the Conversation,502,11,2,12,"00:05:23,403","00:05:26,537"
the one that you couldn't get out of your head?,Therapist,neutral,Guiding the Pace and Depth of the Conversation,502,12,2,12,"00:05:26,662","00:05:28,824"
I wanted to go home.,Client,depression,undefined,502,13,2,12,"00:05:30,364","00:05:31,857"
I really wished I could go home.,Client,depression,undefined,502,14,2,12,"00:05:34,735","00:05:36,835"
"And then I thought,",Client,depression,undefined,502,15,2,12,"00:05:38,388","00:05:39,834"
You can't go home.,Client,depression,undefined,502,16,2,12,"00:05:41,111","00:05:42,561"
Your home is so long ago,Client,depression,undefined,502,17,2,12,"00:05:42,930","00:05:45,099"
and so far away.,Client,depression,undefined,502,18,2,12,"00:05:45,653","00:05:47,192"
"And then I just kept thinking,",Client,depression,undefined,502,19,2,12,"00:05:48,386","00:05:49,869"
Your home is so long ago,Client,depression,undefined,502,20,2,12,"00:05:49,994","00:05:52,517"
and so far away.,Client,depression,undefined,502,21,2,12,"00:05:53,146","00:05:54,601"
Your home is so long ago and so far away.,Client,depression,undefined,502,22,2,12,"00:05:55,150","00:05:58,023"
And this home that you're...,Therapist,neutral,Open question,502,23,2,12,"00:06:00,066","00:06:01,784"
"that you're thinking about, where is it?",Therapist,neutral,Open question,502,24,2,12,"00:06:02,392","00:06:04,192"
Or was it?,Therapist,neutral,Open question,502,25,2,12,"00:06:04,693","00:06:05,810"
Can I tell you in a moment?,Client,depression,undefined,502,26,2,12,"00:06:11,288","00:06:13,078"
I mean...,Client,depression,undefined,503,0,2,12,"00:06:13,416","00:06:14,416"
Can I just... I just need to close my eyes for a second.,Client,depression,undefined,503,1,2,12,"00:06:16,373","00:06:18,983"
I'm so tired.,Client,depression,undefined,503,2,2,12,"00:06:19,630","00:06:20,780"
What time is it?,Client,depression,undefined,503,3,2,12,"00:06:22,229","00:06:23,529"
8:00.,Therapist,neutral,Communication Skills,503,4,2,12,"00:06:25,263","00:06:27,808"
Really? Already?,Client,neutral,undefined,503,5,2,12,"00:06:25,263","00:06:27,808"
It's...,Therapist,neutral,Interpretation,503,6,2,12,"00:06:28,778","00:06:29,778"
7:59 actually.,Therapist,neutral,Interpretation,503,7,2,12,"00:06:30,290","00:06:32,769"
Perfect.,Client,neutral,undefined,503,8,2,12,"00:06:34,285","00:06:35,285"
Could you... Could you wake me,Client,neutral,undefined,503,9,2,12,"00:06:36,920","00:06:39,080"
"at 8:00, would you mind?",Client,neutral,undefined,503,10,2,12,"00:06:39,643","00:06:41,521"
Sure.,Therapist,neutral,Communication Skills,503,11,2,12,"00:06:41,734","00:06:42,734"
"April, wake up.",Therapist,neutral,Communication Skills,503,12,2,12,"00:07:37,613","00:07:38,929"
"Wake up, April.",Therapist,neutral,Communication Skills,503,13,2,12,"00:07:41,434","00:07:42,684"
Wake up,Therapist,neutral,Communication Skills,503,14,2,12,"00:07:51,130","00:07:52,134"
What time is it?,Client,neutral,undefined,503,15,2,12,"00:08:00,073","00:08:01,373"
It's 8:00.,Therapist,neutral,Communication Skills,503,16,2,12,"00:08:03,715","00:08:05,105"
Good.,Client,neutral,undefined,503,17,2,12,"00:08:10,110","00:08:11,110"
It's over.,Client,neutral,undefined,503,18,2,12,"00:08:12,218","00:08:13,071"
This project was due yesterday but my professor said,Client,anger,undefined,503,19,2,12,"00:08:14,991","00:08:18,450"
we had until 8:00 in the morning to turn it in.,Client,anger,undefined,503,20,2,12,"00:08:18,750","00:08:21,651"
It was hideous.,Client,depression,undefined,503,21,2,12,"00:09:23,646","00:09:24,851"
It looks better now.,Client,depression,undefined,503,22,2,12,"00:09:26,291","00:09:27,753"
Why do you say that?,Therapist,neutral,Open question,503,23,2,12,"00:09:28,830","00:09:30,330"
It didn't work at all.,Client,disgust,undefined,503,24,2,12,"00:09:31,119","00:09:32,525"
The dimensions were all off.,Client,disgust,undefined,503,25,2,12,"00:09:33,448","00:09:35,132"
I relied too much on negative space.,Client,disgust,undefined,503,26,2,12,"00:09:35,257","00:09:37,675"
It was just sitting there.,Client,disgust,undefined,503,27,2,12,"00:09:39,527","00:09:41,327"
I couldn't make it soar.,Client,disgust,undefined,503,28,2,12,"00:09:41,790","00:09:43,307"
"I have to tell you, it's...",Therapist,neutral,Self-disclosure,503,29,2,12,"00:09:47,150","00:09:48,624"
it's very hard to see you destroy your own work.,Therapist,neutral,Self-disclosure,503,30,2,12,"00:09:50,955","00:09:53,734"
I did,Client,sadness,undefined,504,0,2,12,"00:09:56,999","00:09:58,004"
I did fall asleep last night. I just rembered a dream I had.,Client,sadness,undefined,504,1,2,12,"00:09:58,952","00:10:01,797"
"I was on top of the model, but it was life-size, and I fell.",Client,sadness,undefined,504,2,2,12,"00:10:02,197","00:10:06,215"
Do you ever get those?,Client,sadness,undefined,504,3,2,12,"00:10:07,184","00:10:08,752"
Falling dreams?,Client,sadness,undefined,504,4,2,12,"00:10:09,355","00:10:10,605"
Sure.,Therapist,neutral,Approval,504,5,2,12,"00:10:11,242","00:10:12,242"
I get those all the time.,Client,sadness,undefined,504,6,2,12,"00:10:13,176","00:10:14,926"
And how do you feel when you wake up?,Therapist,neutral,Open question,504,7,2,12,"00:10:15,589","00:10:17,823"
I don't know.,Client,neutral,undefined,504,8,2,12,"00:10:18,321","00:10:19,617"
"My heart is pounding, and I feel like...",Client,neutral,undefined,504,9,2,12,"00:10:20,038","00:10:22,948"
I don't even know how to describe it.,Client,neutral,undefined,504,10,2,12,"00:10:24,949","00:10:27,100"
It's a kind of joy.,Client,neutral,undefined,504,11,2,12,"00:10:27,776","00:10:29,053"
"So, different from falling into nothing?",Therapist,neutral,Open question,504,12,2,12,"00:10:29,794","00:10:33,719"
So falling is something that you're afraid of,Therapist,neutral,Interpretation,504,13,2,12,"00:10:35,426","00:10:39,609"
and yet you're attracted to it at the same time.,Therapist,neutral,Interpretation,504,14,2,12,"00:10:40,506","00:10:43,886"
What does that mean?,Client,neutral,undefined,504,15,2,12,"00:10:44,980","00:10:46,480"
"When you're awake, you work so hard to keep everybody",Therapist,neutral,Interpretation,504,16,2,12,"00:10:46,896","00:10:49,147"
"and everything under your control,",Therapist,neutral,Interpretation,504,17,2,12,"00:10:49,272","00:10:51,472"
"so in your dreams,",Therapist,neutral,Interpretation,504,18,2,12,"00:10:51,746","00:10:53,746"
"it makes sense that you find yourself finally falling,",Therapist,neutral,Interpretation,504,19,2,12,"00:10:54,610","00:10:57,304"
"releasing everything, letting everything go,",Therapist,neutral,Interpretation,504,20,2,12,"00:10:57,429","00:10:59,344"
because it's a kind of fantasy for you.,Therapist,neutral,Interpretation,504,21,2,12,"00:10:59,469","00:11:01,114"
Why are you telling me that? Is that supposed to help me?,Client,disgust,undefined,504,22,2,12,"00:11:03,344","00:11:06,658"
It'll only help you if it rings true. If it doesn't...,Therapist,neutral,Interpretation,504,23,2,12,"00:11:07,015","00:11:09,519"
But it's in my head now. You put it in my head.,Client,disgust,undefined,504,24,2,12,"00:11:09,644","00:11:11,542"
Now I have to think about it.,Client,disgust,undefined,504,25,2,12,"00:11:11,667","00:11:13,001"
Like that thought you had last night.,Therapist,neutral,Restatement,504,26,2,12,"00:11:13,169","00:11:15,730"
What?,Client,disgust,undefined,504,27,2,12,"00:11:13,169","00:11:15,730"
"You started thinking about something, you can't stop.",Therapist,neutral,Restatement,504,28,2,12,"00:11:15,941","00:11:18,048"
Your thoughts become obsessive.,Therapist,neutral,Interpretation,504,29,2,12,"00:11:18,216","00:11:20,383"
Don't say that. You...,Client,anger,undefined,505,0,2,12,"00:11:20,551","00:11:22,002"
You have no idea what you're talking about.,Client,anger,undefined,505,1,2,12,"00:11:22,274","00:11:24,931"
Have you ever been on a subway car that breaks dow,Client,anger,undefined,505,2,2,12,"00:11:26,027","00:11:29,980"
and there's some guy...,Client,anger,undefined,505,3,2,12,"00:11:30,214","00:11:31,621"
some shy-looking kid who starts repeating something to himself,Client,anger,undefined,505,4,2,12,"00:11:31,746","00:11:35,566"
"over and over, like, 7:15, 59th and Lex.",Client,anger,undefined,505,5,2,12,"00:11:35,691","00:11:38,573"
"7:15, 59th and Lex, over and over, louder and louder",Client,anger,undefined,505,6,2,12,"00:11:38,698","00:11:42,475"
until just saying the words isn't enough,Client,anger,undefined,505,7,2,12,"00:11:42,600","00:11:44,571"
and he starts hitting himself and thrashing around,Client,anger,undefined,505,8,2,12,"00:11:44,696","00:11:48,259"
and finally has to be subdued and tranquilized?,Client,anger,undefined,505,9,2,12,"00:11:48,384","00:11:51,010"
That is what it means to have obsessive thoughts.,Client,anger,undefined,505,10,2,12,"00:11:51,135","00:11:53,666"
I just like thinking things through.,Client,anger,undefined,505,11,2,12,"00:11:56,134","00:11:58,148"
You're talking about your brother.,Therapist,neutral,Restatement,505,12,2,12,"00:12:00,862","00:12:02,693"
I've noticed that you're constantly trying to feel what he feels.,Therapist,neutral,Restatement,505,13,2,12,"00:12:03,625","00:12:07,432"
"Well, he can't describe how he feels, so...",Client,anger,undefined,505,14,2,12,"00:12:07,557","00:12:09,905"
he needs someone to interpret it for him.,Client,anger,undefined,505,15,2,12,"00:12:10,268","00:12:12,944"
"Your empathy is... It's admirable, April.",Therapist,neutral,Approval,505,16,2,12,"00:12:13,545","00:12:16,635"
But it can be really draining,Therapist,neutral,Approval,505,17,2,12,"00:12:16,760","00:12:20,354"
trying to feel everyone else's feelings as well as your own.,Therapist,neutral,Approval,505,18,2,12,"00:12:21,284","00:12:24,817"
Maybe...,Therapist,neutral,Interpretation,505,19,2,12,"00:12:26,986","00:12:28,029"
instead of your own.,Therapist,neutral,Interpretation,505,20,2,12,"00:12:29,109","00:12:30,569"
I don't... I'm sorry for losing my temper.,Client,neutral,undefined,505,21,2,12,"00:12:38,636","00:12:42,084"
You don't have to apologize to me.,Therapist,neutral,Interpretation,505,22,2,12,"00:12:43,907","00:12:46,076"
I did fall out of a building once.,Client,neutral,undefined,506,0,2,12,"00:12:52,228","00:12:54,736"
When?,Therapist,neutral,Open question,506,1,2,12,"00:12:55,872","00:12:59,467"
We were on vacation in Miami.,Client,depression,undefined,506,2,2,12,"00:12:55,872","00:12:59,467"
I was only 10.,Client,depression,undefined,506,3,2,12,"00:12:59,989","00:13:01,189"
My mother is obsessed with Cuba...,Client,depression,undefined,506,4,2,12,"00:13:03,388","00:13:06,379"
"Cuban music, Cuban food, Cuban culture.",Client,depression,undefined,506,5,2,12,"00:13:06,938","00:13:11,229"
"Anyway, we were down there without my brother.",Client,depression,undefined,506,6,2,12,"00:13:13,105","00:13:17,349"
We left him...,Client,depression,undefined,506,7,2,12,"00:13:17,922","00:13:19,068"
"For the first time ever, I think...",Client,depression,undefined,506,8,2,12,"00:13:19,587","00:13:21,528"
"with my grandparents, just me and my folks.",Client,depression,undefined,506,9,2,12,"00:13:21,904","00:13:24,843"
I remember this one night there was a band,Client,neutral,undefined,506,10,2,12,"00:13:25,676","00:13:28,307"
playing Cuban music down below,Client,neutral,undefined,506,11,2,12,"00:13:28,568","00:13:30,644"
and my parents started to dance,Client,neutral,undefined,506,12,2,12,"00:13:30,951","00:13:34,128"
right there in the hotel room.,Client,neutral,undefined,506,13,2,12,"00:13:34,804","00:13:36,517"
I went over to the window,Client,neutral,undefined,506,14,2,12,"00:13:38,189","00:13:39,655"
so that I could watch them dance,Client,neutral,undefined,506,15,2,12,"00:13:40,016","00:13:42,449"
and feel the...,Client,neutral,undefined,506,16,2,12,"00:13:42,574","00:13:44,117"
The breeze from the ocean on my back at the same time.,Client,neutral,undefined,506,17,2,12,"00:13:44,934","00:13:48,023"
Somehow...,Client,neutral,undefined,506,18,2,12,"00:13:50,580","00:13:51,580"
I don't even know how it happened...,Client,neutral,undefined,506,19,2,12,"00:13:53,088","00:13:55,388"
I fell out the window.,Client,neutral,undefined,506,20,2,12,"00:13:56,533","00:13:58,133"
I must've just leaned back and fallen.,Client,neutral,undefined,506,21,2,12,"00:13:59,247","00:14:02,623"
I landed on the...,Client,neutral,undefined,506,22,2,12,"00:14:03,320","00:14:05,046"
What's the word? The awning,Client,neutral,undefined,506,23,2,12,"00:14:05,482","00:14:07,332"
"one floor below. I mean, I was fine.",Client,neutral,undefined,506,24,2,12,"00:14:08,683","00:14:10,394"
"I just laid there for a second, I looked up at the window",Client,neutral,undefined,506,25,2,12,"00:14:10,519","00:14:14,182"
and then I slid off and landed on the sidewalk.,Client,neutral,undefined,506,26,2,12,"00:14:15,290","00:14:18,851"
Do you remember feeling frightened?,Therapist,neutral,Open question,506,27,2,12,"00:14:19,394","00:14:21,706"
I remember,Client,neutral,undefined,506,28,2,12,"00:14:24,706","00:14:25,706"
as soon as my feet hit the sidewalk I started to bawl.,Client,neutral,undefined,506,29,2,12,"00:14:26,884","00:14:30,281"
Then I walked back into the hotel and I rode the elevator up.,Client,neutral,undefined,506,30,2,12,"00:14:32,466","00:14:36,066"
I looked in the mirror,Client,neutral,undefined,506,31,2,12,"00:14:37,404","00:14:39,004"
and I made myself stop crying.,Client,neutral,undefined,506,32,2,12,"00:14:39,963","00:14:41,793"
"So you could stop crying, just like that?",Therapist,neutral,Open question,506,33,2,12,"00:14:42,020","00:14:45,449"
"I just looked at myself and I said, April",Client,neutral,undefined,506,34,2,12,"00:14:46,720","00:14:49,370"
"you have to stop,",Client,neutral,undefined,506,35,2,12,"00:14:50,026","00:14:51,476"
and I did.,Client,neutral,undefined,506,36,2,12,"00:14:52,009","00:14:53,009"
I can still do that.,Client,neutral,undefined,506,37,2,12,"00:14:53,956","00:14:55,456"
"When I walked back into the room, my mother...",Client,depression,undefined,507,0,2,12,"00:14:59,894","00:15:02,744"
Had her head on my dad's shoulder.,Client,depression,undefined,507,1,2,12,"00:15:04,390","00:15:06,590"
They were still dancing.,Client,depression,undefined,507,2,2,12,"00:15:08,049","00:15:09,749"
They hadn't noticed you were gone?,Therapist,neutral,Guiding the Pace and Depth of the Conversation,507,3,2,12,"00:15:10,044","00:15:12,244"
No.,Client,depression,undefined,507,4,2,12,"00:15:13,044","00:15:16,244"
Why did you have to stop crying?,Therapist,neutral,Guiding the Pace and Depth of the Conversation,507,5,2,12,"00:15:18,029","00:15:20,129"
What?,Client,depression,undefined,507,6,2,12,"00:15:21,079","00:15:23,014"
"I mean, You were 10 years of age,",Therapist,neutral,Interpretation,507,7,2,12,"00:15:21,079","00:15:23,014"
you had fallen out the window. Why couldn't you cry to your mother?,Therapist,neutral,Open question,507,8,2,12,"00:15:23,139","00:15:26,379"
She was so happy.,Client,depression,undefined,507,9,2,12,"00:15:27,489","00:15:28,994"
"The way she held my father in that room,",Client,depression,undefined,507,10,2,12,"00:15:31,720","00:15:34,270"
"the way they swayed,",Client,depression,undefined,507,11,2,12,"00:15:34,596","00:15:36,096"
my mother closed her eyes as they swayed.,Client,depression,undefined,507,12,2,12,"00:15:36,949","00:15:39,609"
My mother never closes her eyes.,Client,depression,undefined,507,13,2,12,"00:15:41,013","00:15:43,113"
Why not?,Therapist,neutral,Open question,507,14,2,12,"00:15:43,674","00:15:44,674"
She can't take them off Daniel.,Client,depression,undefined,507,15,2,12,"00:15:45,797","00:15:47,909"
I'm not an empathetic person. I'm really not.,Client,depression,undefined,507,16,2,12,"00:15:50,140","00:15:52,940"
